No.,Time,Source,Destination,Protocol,Length,IP Len,TCP Len,HTTP Data Len,Info,File Data,TCP Seq,TCP Next Seq
6687,5108.846922,172.28.150.236,172.28.150.15,TCP,60,44,0,,140  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6691,5108.847345,172.28.150.236,172.28.150.15,TCP,60,40,0,,140  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6692,5108.856014,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6693,5108.860335,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6695,5108.864353,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6699,5109.076969,172.28.150.236,172.28.150.15,TCP,60,40,0,,"140  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
6764,5169.122198,172.28.150.236,172.28.150.15,TCP,60,44,0,,141  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6766,5169.122449,172.28.150.236,172.28.150.15,TCP,60,40,0,,141  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6767,5169.131133,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6768,5169.135496,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6770,5169.13949,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6775,5169.683036,172.28.150.236,172.28.150.15,TCP,60,40,0,,"141  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6833,5229.497538,172.28.150.236,172.28.150.15,TCP,60,44,0,,142  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6837,5229.498065,172.28.150.236,172.28.150.15,TCP,60,40,0,,142  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6838,5229.506797,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6839,5229.511185,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6841,5229.515073,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6846,5230.020068,172.28.150.236,172.28.150.15,TCP,60,40,0,,"142  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6910,5289.872693,172.28.150.236,172.28.150.15,TCP,60,44,0,,143  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6914,5289.873185,172.28.150.236,172.28.150.15,TCP,60,40,0,,143  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6915,5289.881906,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6916,5289.886527,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6918,5289.890284,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6922,5290.374186,172.28.150.236,172.28.150.15,TCP,60,40,0,,"143  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6979,5350.197585,172.28.150.236,172.28.150.15,TCP,60,44,0,,144  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6983,5350.198007,172.28.150.236,172.28.150.15,TCP,60,40,0,,144  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6984,5350.206637,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6985,5350.21087,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6987,5350.214516,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6991,5350.425182,172.28.150.236,172.28.150.15,TCP,60,40,0,,"144  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
7056,5410.523155,172.28.150.236,172.28.150.15,TCP,60,44,0,,145  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7058,5410.52343,172.28.150.236,172.28.150.15,TCP,60,40,0,,145  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7059,5410.532242,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7060,5410.536634,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7062,5410.540601,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7067,5411.09208,172.28.150.236,172.28.150.15,TCP,60,40,0,,"145  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7086,5425.563431,172.28.150.236,172.28.150.15,TCP,60,44,0,,146  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7088,5425.563671,172.28.150.236,172.28.150.15,TCP,60,40,0,,146  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7089,5425.572408,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7090,5425.576943,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
7092,5425.582991,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
7096,5426.063937,172.28.150.236,172.28.150.15,TCP,60,40,0,,"146  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
7145,5470.838327,172.28.150.236,172.28.150.15,TCP,60,44,0,,147  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7147,5470.838587,172.28.150.236,172.28.150.15,TCP,60,40,0,,147  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7148,5470.847331,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7149,5470.851627,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7151,5470.855693,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7155,5471.318929,172.28.150.236,172.28.150.15,TCP,60,40,0,,"147  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7220,5531.113422,172.28.150.236,172.28.150.15,TCP,60,44,0,,148  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7222,5531.11368,172.28.150.236,172.28.150.15,TCP,60,40,0,,148  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7223,5531.122381,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7224,5531.126651,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7226,5531.130569,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7231,5531.632139,172.28.150.236,172.28.150.15,TCP,60,40,0,,"148  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7288,5591.488599,172.28.150.236,172.28.150.15,TCP,60,44,0,,149  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7292,5591.48901,172.28.150.236,172.28.150.15,TCP,60,40,0,,149  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7293,5591.497714,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7294,5591.502047,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7296,5591.505984,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7301,5591.910527,172.28.150.236,172.28.150.15,TCP,60,40,0,,"149  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7365,5651.713643,172.28.150.236,172.28.150.15,TCP,60,44,0,,150  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7369,5651.714067,172.28.150.236,172.28.150.15,TCP,60,40,0,,150  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7370,5651.722824,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7371,5651.727082,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7373,5651.730698,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7377,5651.893607,172.28.150.236,172.28.150.15,TCP,60,40,0,,"150  >  8080 [RST, ACK] Seq=398 Ack=289 Win=0 Len=0",,398,
7434,5711.988952,172.28.150.236,172.28.150.15,TCP,60,44,0,,151  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7436,5711.989228,172.28.150.236,172.28.150.15,TCP,60,40,0,,151  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7437,5711.998005,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7438,5712.002324,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7440,5712.00597,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7445,5712.451695,172.28.150.236,172.28.150.15,TCP,60,40,0,,"151  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7509,5772.214197,172.28.150.236,172.28.150.15,TCP,60,44,0,,152  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7513,5772.214655,172.28.150.236,172.28.150.15,TCP,60,40,0,,152  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7514,5772.223351,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7515,5772.22766,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7517,5772.231752,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7521,5772.719478,172.28.150.236,172.28.150.15,TCP,60,40,0,,"152  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7578,5832.539296,172.28.150.236,172.28.150.15,TCP,60,44,0,,153  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7580,5832.539573,172.28.150.236,172.28.150.15,TCP,60,40,0,,153  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7581,5832.548324,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7582,5832.552607,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7584,5832.556262,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7590,5833.099105,172.28.150.236,172.28.150.15,TCP,60,40,0,,"153  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7660,5892.914469,172.28.150.236,172.28.150.15,TCP,60,44,0,,154  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7664,5892.914957,172.28.150.236,172.28.150.15,TCP,60,40,0,,154  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7665,5892.923825,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7666,5892.92809,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7668,5892.931783,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7673,5893.425115,172.28.150.236,172.28.150.15,TCP,60,40,0,,"154  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7731,5953.239811,172.28.150.236,172.28.150.15,TCP,60,44,0,,155  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7735,5953.24019,172.28.150.236,172.28.150.15,TCP,60,40,0,,155  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7736,5953.248986,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7737,5953.253369,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7739,5953.257252,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7744,5953.704428,172.28.150.236,172.28.150.15,TCP,60,40,0,,"155  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7808,6013.515023,172.28.150.236,172.28.150.15,TCP,60,44,0,,156  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7810,6013.515244,172.28.150.236,172.28.150.15,TCP,60,40,0,,156  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7811,6013.523948,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7812,6013.528224,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7814,6013.532198,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7819,6014.124398,172.28.150.236,172.28.150.15,TCP,60,40,0,,"156  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7832,6025.555751,172.28.150.236,172.28.150.15,TCP,60,44,0,,157  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7834,6025.555989,172.28.150.236,172.28.150.15,TCP,60,40,0,,157  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7836,6025.564683,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7837,6025.569111,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
7839,6025.575252,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
7843,6026.074799,172.28.150.236,172.28.150.15,TCP,60,40,0,,"157  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
7889,6073.879975,172.28.150.236,172.28.150.15,TCP,60,44,0,,158  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7891,6073.880231,172.28.150.236,172.28.150.15,TCP,60,40,0,,158  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7892,6073.888904,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7893,6073.893219,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7895,6073.896865,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7899,6074.381793,172.28.150.236,172.28.150.15,TCP,60,40,0,,"158  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
7964,6134.155207,172.28.150.236,172.28.150.15,TCP,60,44,0,,159  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
7968,6134.155627,172.28.150.236,172.28.150.15,TCP,60,40,0,,159  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
7969,6134.164371,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
7970,6134.168706,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
7972,6134.172444,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
7976,6134.643601,172.28.150.236,172.28.150.15,TCP,60,40,0,,"159  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8035,6194.480744,172.28.150.236,172.28.150.15,TCP,60,44,0,,160  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8037,6194.481023,172.28.150.236,172.28.150.15,TCP,60,40,0,,160  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8038,6194.489865,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8039,6194.494113,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8041,6194.498101,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8046,6195.009049,172.28.150.236,172.28.150.15,TCP,60,40,0,,"160  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8110,6254.85589,172.28.150.236,172.28.150.15,TCP,60,44,0,,161  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8114,6254.856409,172.28.150.236,172.28.150.15,TCP,60,40,0,,161  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8115,6254.864996,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8116,6254.869407,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8118,6254.873275,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8122,6255.31964,172.28.150.236,172.28.150.15,TCP,60,40,0,,"161  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8185,6315.131214,172.28.150.236,172.28.150.15,TCP,60,44,0,,162  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8187,6315.131464,172.28.150.236,172.28.150.15,TCP,60,40,0,,162  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8188,6315.140164,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8189,6315.144387,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8191,6315.148398,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8195,6315.616689,172.28.150.236,172.28.150.15,TCP,60,40,0,,"162  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8261,6375.40627,172.28.150.236,172.28.150.15,TCP,60,44,0,,163  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8265,6375.406789,172.28.150.236,172.28.150.15,TCP,60,40,0,,163  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8266,6375.415451,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8267,6375.420086,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8269,6375.423982,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8273,6375.880492,172.28.150.236,172.28.150.15,TCP,60,40,0,,"163  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8331,6435.731351,172.28.150.236,172.28.150.15,TCP,60,44,0,,164  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8335,6435.731839,172.28.150.236,172.28.150.15,TCP,60,40,0,,164  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8336,6435.740495,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8337,6435.744849,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8339,6435.748504,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8344,6436.288516,172.28.150.236,172.28.150.15,TCP,60,40,0,,"164  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8409,6496.106296,172.28.150.236,172.28.150.15,TCP,60,44,0,,165  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8411,6496.106516,172.28.150.236,172.28.150.15,TCP,60,40,0,,165  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8412,6496.115157,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8413,6496.119438,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8415,6496.12311,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8419,6496.612747,172.28.150.236,172.28.150.15,TCP,60,40,0,,"165  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
8479,6556.431904,172.28.150.236,172.28.150.15,TCP,60,44,0,,166  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
8483,6556.432301,172.28.150.236,172.28.150.15,TCP,60,40,0,,166  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
8484,6556.440968,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
8485,6556.445504,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
8487,6556.449309,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
8491,6556.96133,172.28.150.236,172.28.150.15,TCP,60,40,0,,"166  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
